package,version,ecosystem,package_manager,license,license_family,dependency_scope,direct_or_transitive,is_dev_dependency,project_type,distribution_model,usage,linking_type,network_exposed,commercial_use,attribution_notice,license_text,source_modified,redistribution,license_confidence,risk,reason
python-package-high-72,2.0.23,python,pip,Custom License,Unknown,optional,direct,yes,financial reporting system,distributed,automation library,static,yes,yes,missing,included,possible,unknown,low,High,"Custom License is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-73,0.6.18,python,pip,AGPL-3.0,Strong Copyleft,optional,transitive,yes,financial reporting system,hosted,embedded library,static,unknown,yes,preserved,included,possible,possible,medium,High,"AGPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-74,3.2.0,node,npm,GPL-3.0,Strong Copyleft,runtime,transitive,no,industrial IoT platform,hosted,embedded library,unknown,unknown,yes,preserved,included,possible,possible,low,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-75,5.1.9,rust,cargo,Proprietary,Restricted,optional,direct,no,industrial IoT platform,internal-only,visualization library,unknown,unknown,yes,unknown,unknown,possible,unknown,low,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-76,2.13.21,node,npm,Custom License,Unknown,test,direct,yes,cybersecurity monitoring tool,hosted,SDK integration,dynamic,unknown,yes,preserved,included,possible,unknown,medium,High,"Custom License is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-77,2.9.22,java,maven,GPL-3.0,Strong Copyleft,optional,transitive,no,banking middleware,internal-only,SDK integration,dynamic,yes,yes,unknown,included,yes,yes,low,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-78,2.9.9,go,go-mod,AGPL-3.0,Strong Copyleft,build,transitive,no,financial reporting system,internal-only,SDK integration,static,possible,yes,preserved,unknown,possible,possible,medium,High,"AGPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-79,5.7.0,java,maven,Proprietary,Restricted,build,transitive,yes,commercial SaaS platform,distributed,API service,unknown,unknown,yes,preserved,unknown,yes,possible,low,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-80,2.16.11,go,go-mod,Unknown,Unknown,optional,transitive,yes,cybersecurity monitoring tool,hosted,frontend component,unknown,yes,yes,preserved,unknown,yes,yes,medium,High,"Unknown is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-81,1.8.19,node,npm,GPL-3.0,Strong Copyleft,runtime,direct,no,cybersecurity monitoring tool,distributed,data processing module,dynamic,possible,yes,preserved,unknown,unknown,yes,medium,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-82,3.20.3,python,pip,Custom License,Unknown,test,direct,no,enterprise analytics platform,hosted,frontend component,static,yes,yes,missing,included,possible,possible,low,High,"Custom License is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-83,1.1.19,rust,cargo,GPL-3.0,Strong Copyleft,test,transitive,yes,AI inference platform,internal-only,messaging framework,dynamic,yes,yes,preserved,missing,possible,yes,low,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-84,4.15.14,go,go-mod,GPL-3.0,Strong Copyleft,runtime,direct,no,enterprise analytics platform,hosted,frontend component,dynamic,unknown,yes,unknown,missing,possible,yes,low,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-85,2.18.0,rust,cargo,Unknown,Unknown,optional,direct,no,AI inference platform,internal-only,embedded library,unknown,yes,yes,missing,missing,unknown,unknown,medium,High,"Unknown is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-86,2.16.15,node,npm,Custom License,Unknown,test,transitive,no,cloud CRM platform,distributed,SDK integration,service,possible,yes,missing,unknown,possible,unknown,low,High,"Custom License is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-87,3.15.5,go,go-mod,AGPL-3.0,Strong Copyleft,build,direct,no,healthcare portal,hosted,visualization library,unknown,unknown,yes,preserved,included,unknown,yes,low,High,"AGPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-88,1.9.16,node,npm,GPL-2.0,Strong Copyleft,test,transitive,no,mobile application,internal-only,SDK integration,static,possible,yes,preserved,unknown,yes,yes,low,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-89,1.19.21,node,npm,Proprietary,Restricted,build,transitive,no,online education platform,internal-only,SDK integration,static,unknown,yes,missing,missing,yes,yes,medium,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-90,5.10.14,java,maven,AGPL-3.0,Strong Copyleft,test,transitive,no,online education platform,hosted,embedded library,unknown,yes,yes,missing,missing,unknown,yes,medium,High,"AGPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-91,5.6.6,python,pip,AGPL-3.0,Strong Copyleft,test,transitive,no,commercial SaaS platform,distributed,utility package,unknown,unknown,yes,preserved,included,unknown,yes,low,High,"AGPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-92,3.8.3,go,go-mod,Unknown,Unknown,runtime,direct,yes,DevOps automation platform,internal-only,frontend component,unknown,yes,yes,preserved,missing,unknown,possible,medium,High,"Unknown is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-93,4.18.12,java,maven,GPL-3.0,Strong Copyleft,runtime,direct,yes,DevOps automation platform,distributed,workflow engine,service,unknown,yes,missing,unknown,yes,yes,low,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-94,1.4.18,rust,cargo,AGPL-3.0,Strong Copyleft,test,direct,yes,financial reporting system,hosted,API service,service,possible,yes,preserved,missing,unknown,yes,low,High,"AGPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-95,2.14.23,java,maven,GPL-2.0,Strong Copyleft,build,direct,no,financial reporting system,hosted,frontend component,service,unknown,yes,unknown,included,unknown,unknown,medium,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-96,1.3.20,python,pip,Unknown,Unknown,optional,transitive,no,cybersecurity monitoring tool,hosted,messaging framework,dynamic,possible,yes,missing,unknown,unknown,unknown,low,High,"Unknown is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-97,4.15.9,java,maven,Unknown,Unknown,test,direct,yes,enterprise analytics platform,internal-only,embedded library,dynamic,possible,yes,unknown,included,possible,possible,medium,High,"Unknown is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-98,0.13.26,node,npm,Unknown,Unknown,test,transitive,no,desktop application,internal-only,API service,dynamic,yes,yes,preserved,included,yes,unknown,medium,High,"Unknown is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-99,4.9.0,rust,cargo,GPL-2.0,Strong Copyleft,optional,direct,yes,cloud CRM platform,distributed,utility package,static,unknown,yes,unknown,included,unknown,unknown,medium,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-100,4.11.28,node,npm,Custom License,Unknown,build,direct,yes,AI inference platform,distributed,shared library,dynamic,yes,yes,preserved,included,possible,yes,medium,High,"Custom License is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-101,2.7.21,java,maven,GPL-2.0,Strong Copyleft,build,direct,no,embedded firmware,distributed,SDK integration,static,yes,yes,missing,unknown,possible,unknown,low,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-102,3.6.12,python,pip,Proprietary,Restricted,runtime,transitive,no,industrial IoT platform,hosted,plugin framework,unknown,possible,yes,unknown,unknown,possible,possible,low,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-103,0.15.23,node,npm,GPL-3.0,Strong Copyleft,test,transitive,no,AI inference platform,hosted,backend framework,service,unknown,yes,missing,included,possible,unknown,low,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-104,3.12.30,rust,cargo,GPL-2.0,Strong Copyleft,runtime,transitive,no,healthcare portal,hosted,utility package,service,yes,yes,preserved,unknown,unknown,possible,medium,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-105,2.20.28,python,pip,Proprietary,Restricted,test,direct,yes,cloud CRM platform,hosted,data processing module,dynamic,yes,yes,preserved,unknown,possible,possible,medium,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-106,4.6.27,python,pip,GPL-2.0,Strong Copyleft,test,transitive,no,embedded firmware,distributed,shared library,static,possible,yes,unknown,included,unknown,yes,medium,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-107,0.15.6,node,npm,GPL-2.0,Strong Copyleft,test,transitive,no,banking middleware,internal-only,API service,dynamic,yes,yes,missing,unknown,yes,yes,low,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-108,4.12.24,python,pip,Proprietary,Restricted,build,direct,yes,commercial SaaS platform,distributed,visualization library,static,yes,yes,missing,unknown,possible,unknown,medium,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-109,3.4.27,go,go-mod,Proprietary,Restricted,runtime,transitive,no,cybersecurity monitoring tool,distributed,shared library,service,possible,yes,preserved,missing,unknown,possible,low,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-110,5.18.6,rust,cargo,Proprietary,Restricted,build,direct,yes,desktop application,hosted,model serving framework,dynamic,possible,yes,unknown,included,yes,unknown,low,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-111,2.5.23,node,npm,GPL-3.0,Strong Copyleft,test,transitive,no,banking middleware,hosted,API service,unknown,unknown,yes,preserved,unknown,unknown,possible,low,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-112,5.1.25,rust,cargo,Custom License,Unknown,build,direct,yes,desktop application,internal-only,core library,static,yes,yes,missing,missing,possible,possible,medium,High,"Custom License is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-113,1.20.27,java,maven,Proprietary,Restricted,optional,transitive,yes,financial reporting system,internal-only,SDK integration,unknown,yes,yes,preserved,missing,unknown,possible,medium,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-114,2.10.25,node,npm,AGPL-3.0,Strong Copyleft,optional,transitive,yes,DevOps automation platform,internal-only,SDK integration,dynamic,unknown,yes,missing,included,possible,possible,low,High,"AGPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-115,3.3.3,node,npm,GPL-2.0,Strong Copyleft,test,direct,no,healthcare portal,distributed,utility package,dynamic,possible,yes,unknown,missing,unknown,yes,low,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-116,0.6.23,node,npm,Custom License,Unknown,test,direct,yes,robotics control system,internal-only,plugin framework,static,unknown,yes,unknown,unknown,unknown,yes,low,High,"Custom License is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-117,4.19.13,node,npm,Custom License,Unknown,build,transitive,yes,industrial IoT platform,distributed,utility package,unknown,unknown,yes,missing,missing,possible,possible,medium,High,"Custom License is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-118,2.17.21,python,pip,GPL-2.0,Strong Copyleft,test,direct,yes,commercial closed-source software,distributed,shared library,static,unknown,yes,unknown,unknown,yes,yes,medium,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-119,1.7.26,go,go-mod,Proprietary,Restricted,test,direct,yes,banking middleware,hosted,visualization library,unknown,yes,yes,preserved,included,unknown,possible,low,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-120,1.8.24,rust,cargo,GPL-3.0,Strong Copyleft,test,direct,yes,healthcare portal,internal-only,backend framework,unknown,yes,yes,preserved,missing,yes,yes,medium,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-121,5.10.28,python,pip,GPL-3.0,Strong Copyleft,test,direct,no,banking middleware,hosted,model serving framework,unknown,unknown,yes,preserved,unknown,unknown,possible,medium,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-122,4.3.2,node,npm,AGPL-3.0,Strong Copyleft,test,direct,no,online education platform,distributed,core library,dynamic,unknown,yes,preserved,included,yes,unknown,medium,High,"AGPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-123,2.2.0,java,maven,Proprietary,Restricted,runtime,transitive,yes,cybersecurity monitoring tool,hosted,data processing module,unknown,possible,yes,missing,unknown,unknown,unknown,medium,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-124,5.12.1,go,go-mod,Unknown,Unknown,runtime,direct,yes,mobile application,hosted,API service,unknown,unknown,yes,preserved,included,possible,unknown,medium,High,"Unknown is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-125,4.1.30,go,go-mod,Proprietary,Restricted,optional,transitive,yes,AI inference platform,internal-only,shared library,dynamic,possible,yes,missing,unknown,yes,unknown,low,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-126,2.11.26,rust,cargo,Custom License,Unknown,test,transitive,yes,banking middleware,distributed,embedded library,dynamic,unknown,yes,missing,included,unknown,unknown,low,High,"Custom License is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-127,4.20.10,go,go-mod,GPL-3.0,Strong Copyleft,optional,transitive,yes,cybersecurity monitoring tool,hosted,API service,service,possible,yes,preserved,included,possible,unknown,medium,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-128,5.12.10,python,pip,GPL-2.0,Strong Copyleft,optional,direct,no,AI inference platform,distributed,messaging framework,unknown,unknown,yes,missing,missing,yes,yes,low,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-129,0.6.18,python,pip,AGPL-3.0,Strong Copyleft,test,transitive,yes,industrial IoT platform,internal-only,automation library,dynamic,yes,yes,unknown,unknown,unknown,possible,medium,High,"AGPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-130,5.10.17,node,npm,AGPL-3.0,Strong Copyleft,test,transitive,yes,industrial IoT platform,hosted,messaging framework,service,possible,yes,preserved,unknown,yes,yes,medium,High,"AGPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-131,4.4.21,node,npm,GPL-2.0,Strong Copyleft,test,direct,no,cloud CRM platform,internal-only,plugin framework,static,yes,yes,missing,included,possible,yes,low,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-132,0.19.15,node,npm,AGPL-3.0,Strong Copyleft,optional,transitive,yes,online education platform,hosted,messaging framework,unknown,possible,yes,preserved,missing,unknown,unknown,medium,High,"AGPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-133,2.11.28,rust,cargo,AGPL-3.0,Strong Copyleft,build,transitive,no,enterprise analytics platform,internal-only,shared library,service,possible,yes,unknown,included,unknown,yes,low,High,"AGPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-134,4.10.3,rust,cargo,Unknown,Unknown,build,transitive,yes,financial reporting system,distributed,data processing module,dynamic,unknown,yes,preserved,missing,yes,possible,medium,High,"Unknown is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-135,0.17.14,node,npm,GPL-2.0,Strong Copyleft,runtime,transitive,no,desktop application,hosted,model serving framework,service,yes,yes,preserved,missing,unknown,unknown,low,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-136,3.13.22,go,go-mod,Custom License,Unknown,build,transitive,yes,financial reporting system,distributed,workflow engine,service,unknown,yes,unknown,included,unknown,unknown,low,High,"Custom License is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-137,2.0.19,go,go-mod,Unknown,Unknown,runtime,transitive,yes,enterprise analytics platform,internal-only,backend framework,unknown,possible,yes,unknown,included,possible,yes,low,High,"Unknown is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-138,5.15.23,python,pip,GPL-3.0,Strong Copyleft,runtime,transitive,yes,mobile application,distributed,data processing module,unknown,unknown,yes,missing,included,yes,yes,medium,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-139,2.11.5,python,pip,GPL-3.0,Strong Copyleft,optional,transitive,no,enterprise analytics platform,hosted,SDK integration,unknown,yes,yes,unknown,missing,unknown,possible,low,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-140,0.16.8,rust,cargo,AGPL-3.0,Strong Copyleft,runtime,direct,yes,robotics control system,hosted,shared library,dynamic,possible,yes,unknown,unknown,yes,unknown,medium,High,"AGPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-141,4.11.27,go,go-mod,GPL-2.0,Strong Copyleft,runtime,direct,yes,cybersecurity monitoring tool,hosted,workflow engine,static,unknown,yes,unknown,included,possible,possible,medium,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-142,3.5.16,node,npm,Unknown,Unknown,build,transitive,yes,commercial closed-source software,internal-only,visualization library,dynamic,unknown,yes,missing,unknown,yes,possible,low,High,"Unknown is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-143,1.3.15,go,go-mod,Unknown,Unknown,build,direct,no,financial reporting system,internal-only,workflow engine,unknown,unknown,yes,unknown,included,unknown,yes,medium,High,"Unknown is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-144,1.7.30,java,maven,GPL-3.0,Strong Copyleft,optional,direct,no,commercial closed-source software,distributed,core library,unknown,possible,yes,preserved,included,possible,possible,low,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-145,4.18.18,java,maven,Custom License,Unknown,optional,direct,no,DevOps automation platform,hosted,frontend component,static,unknown,yes,preserved,missing,yes,unknown,medium,High,"Custom License is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-146,0.15.3,rust,cargo,GPL-2.0,Strong Copyleft,test,transitive,no,healthcare portal,distributed,embedded library,service,possible,yes,preserved,unknown,unknown,yes,low,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-147,4.18.17,java,maven,GPL-2.0,Strong Copyleft,build,transitive,yes,commercial SaaS platform,hosted,SDK integration,unknown,yes,yes,missing,included,possible,possible,medium,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-148,4.5.16,go,go-mod,Custom License,Unknown,test,direct,yes,mobile application,distributed,shared library,static,possible,yes,missing,unknown,unknown,yes,medium,High,"Custom License is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-149,5.19.0,go,go-mod,GPL-3.0,Strong Copyleft,runtime,transitive,yes,mobile application,distributed,core library,static,possible,yes,missing,unknown,yes,yes,medium,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-150,1.4.19,python,pip,Proprietary,Restricted,build,transitive,no,healthcare portal,hosted,visualization library,service,unknown,yes,preserved,unknown,yes,unknown,medium,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-151,3.8.19,node,npm,AGPL-3.0,Strong Copyleft,runtime,transitive,yes,financial reporting system,hosted,model serving framework,static,yes,yes,preserved,unknown,possible,yes,medium,High,"AGPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-152,4.10.5,node,npm,GPL-2.0,Strong Copyleft,test,transitive,no,healthcare portal,distributed,messaging framework,service,yes,yes,unknown,missing,possible,yes,medium,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-153,4.1.15,node,npm,GPL-3.0,Strong Copyleft,optional,direct,yes,cloud CRM platform,hosted,messaging framework,unknown,yes,yes,unknown,included,possible,yes,medium,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-154,3.4.14,java,maven,Unknown,Unknown,runtime,direct,yes,DevOps automation platform,hosted,data processing module,dynamic,yes,yes,missing,missing,possible,unknown,medium,High,"Unknown is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-155,3.12.4,python,pip,GPL-3.0,Strong Copyleft,test,direct,yes,embedded firmware,internal-only,plugin framework,service,possible,yes,preserved,missing,possible,unknown,low,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-156,4.9.17,go,go-mod,GPL-3.0,Strong Copyleft,build,direct,no,commercial closed-source software,hosted,model serving framework,dynamic,unknown,yes,preserved,included,possible,possible,low,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-157,2.1.4,java,maven,Custom License,Unknown,runtime,direct,yes,industrial IoT platform,hosted,data processing module,dynamic,unknown,yes,preserved,unknown,possible,possible,low,High,"Custom License is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-158,0.0.20,go,go-mod,Unknown,Unknown,optional,transitive,no,industrial IoT platform,distributed,visualization library,static,possible,yes,missing,included,yes,unknown,medium,High,"Unknown is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-159,3.17.28,node,npm,Proprietary,Restricted,test,direct,yes,healthcare portal,internal-only,automation library,static,unknown,yes,missing,unknown,yes,possible,low,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-160,1.1.14,java,maven,Proprietary,Restricted,optional,direct,no,desktop application,internal-only,API service,static,unknown,yes,missing,missing,yes,possible,medium,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-161,3.11.10,rust,cargo,Proprietary,Restricted,test,transitive,yes,AI inference platform,hosted,plugin framework,static,possible,yes,unknown,included,unknown,possible,medium,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-162,3.11.20,go,go-mod,Proprietary,Restricted,test,direct,no,desktop application,distributed,backend framework,unknown,unknown,yes,preserved,missing,possible,yes,low,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-163,1.12.29,go,go-mod,AGPL-3.0,Strong Copyleft,optional,direct,no,commercial SaaS platform,internal-only,plugin framework,unknown,possible,yes,preserved,unknown,yes,possible,low,High,"AGPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-164,4.6.4,rust,cargo,Custom License,Unknown,optional,transitive,no,cloud CRM platform,internal-only,shared library,unknown,unknown,yes,preserved,included,unknown,possible,low,High,"Custom License is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-165,0.2.0,python,pip,Custom License,Unknown,runtime,direct,no,enterprise analytics platform,distributed,visualization library,service,yes,yes,preserved,unknown,possible,unknown,low,High,"Custom License is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-166,2.18.28,go,go-mod,AGPL-3.0,Strong Copyleft,optional,transitive,no,embedded firmware,distributed,SDK integration,dynamic,possible,yes,unknown,unknown,possible,unknown,low,High,"AGPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
go-package-high-167,3.5.17,go,go-mod,Unknown,Unknown,optional,transitive,yes,mobile application,internal-only,shared library,unknown,yes,yes,unknown,unknown,yes,unknown,medium,High,"Unknown is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
node-package-high-168,0.18.22,node,npm,Proprietary,Restricted,test,transitive,yes,financial reporting system,hosted,frontend component,service,unknown,yes,unknown,missing,possible,yes,low,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-169,5.12.29,java,maven,Unknown,Unknown,build,direct,yes,DevOps automation platform,distributed,automation library,dynamic,unknown,yes,preserved,missing,possible,possible,medium,High,"Unknown is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-170,2.6.16,java,maven,GPL-3.0,Strong Copyleft,test,direct,no,DevOps automation platform,hosted,core library,static,possible,yes,missing,missing,yes,unknown,medium,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-171,5.14.21,java,maven,GPL-2.0,Strong Copyleft,runtime,transitive,yes,desktop application,internal-only,core library,dynamic,unknown,yes,missing,unknown,yes,unknown,medium,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
java-package-high-172,5.12.10,java,maven,GPL-2.0,Strong Copyleft,test,transitive,no,DevOps automation platform,hosted,API service,service,possible,yes,unknown,missing,yes,unknown,low,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-173,5.10.27,python,pip,Proprietary,Restricted,runtime,direct,yes,mobile application,hosted,backend framework,static,unknown,yes,unknown,unknown,unknown,yes,low,High,"Proprietary is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-174,5.0.23,python,pip,GPL-2.0,Strong Copyleft,test,direct,yes,financial reporting system,internal-only,messaging framework,service,possible,yes,unknown,included,possible,yes,low,High,"GPL-2.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
python-package-high-175,1.2.22,python,pip,GPL-3.0,Strong Copyleft,runtime,direct,no,cloud CRM platform,hosted,core library,dynamic,unknown,yes,missing,included,unknown,yes,medium,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
rust-package-high-176,4.5.15,rust,cargo,GPL-3.0,Strong Copyleft,test,direct,no,embedded firmware,internal-only,core library,dynamic,yes,yes,unknown,missing,possible,possible,low,High,"GPL-3.0 is high risk because strong copyleft, unknown, custom, or restricted terms may create significant compliance obligations."
